,,,,,,,,更新_20250502,
292,10303029-1,103030,いわて花巻　農業協同組合,小友支店,岩手営業所,0003,岩手県,,
293,10303030-1,103030,いわて花巻　農業協同組合,遠野地域営農センター,岩手営業所,0003,岩手県,,
294,10303031-1,103030,いわて花巻　農業協同組合,青笹支店,岩手営業所,0003,岩手県,,
295,10303032-1,103030,いわて花巻　農業協同組合,上郷支店,岩手営業所,0003,岩手県,,
296,10303033-1,103030,いわて花巻　農業協同組合,土淵支店,岩手営業所,0003,岩手県,,
297,10303034-1,103030,いわて花巻　農業協同組合,附馬牛支店,岩手営業所,0003,岩手県,,
298,10303035-1,103030,いわて花巻　農業協同組合,釜石営農センター,岩手営業所,0003,岩手県,,
299,10303036-1,103030,いわて花巻　農業協同組合,綾織支店,岩手営業所,0003,岩手県,,
300,10303900-1,103039,舌崎農業協同組合,資材課,岩手営業所,0003,岩手県,,
301,10304000-1,103040,小鳥谷農業協同組合,業務課,岩手営業所,0003,岩手県,,
302,10304100-1,103041,北いわて農業協同組合,九戸支所,岩手営業所,0003,岩手県,,
303,10305001-1,103050,新岩手農業協同組合,久慈支店,岩手営業所,0003,岩手県,,
304,10305002-1,103050,新岩手農業協同組合,久慈営農経済南部地区,岩手営業所,0003,岩手県,,
305,10305005-1,103050,新岩手農業協同組合,種市支店,岩手営業所,0003,岩手県,,
306,10305008-1,103050,新岩手農業協同組合,大野支店,岩手営業所,0003,岩手県,,
307,10305009-1,103050,新岩手農業協同組合,久慈営農経済山形店,岩手営業所,0003,岩手県,,
308,10305010-1,103050,新岩手農業協同組合,久慈営農北部侍浜店,岩手営業所,0003,岩手県,,
309,10305011-1,103050,新岩手農業協同組合,北部地区（二ツ屋）,岩手営業所,0003,岩手県,,
310,10305014-1,103050,新岩手農業協同組合,久慈営農経済センター,岩手営業所,0003,岩手県,,
311,10305017-1,103050,新岩手農業協同組合,普代支所,岩手営業所,0003,岩手県,,
312,10305019-1,103050,新岩手農業協同組合,二戸営農経済センター九戸地区担当課,岩手営業所,0003,岩手県,,
313,10305020-1,103050,新岩手農業協同組合,宮古営農経済岩泉地区,岩手営業所,0003,岩手県,,
314,10305100-1,103051,新岩手農業協同組合,宮古営農経済センタ－,岩手営業所,0003,岩手県,,
315,10305101-1,103051,新岩手農業協同組合,和井内支店,岩手営業所,0003,岩手県,,
316,10305102-1,103051,新岩手農業協同組合,田代支店,岩手営業所,0003,岩手県,,
317,10305103-1,103051,新岩手農業協同組合,崎山支店,岩手営業所,0003,岩手県,,
318,10305104-1,103051,新岩手農業協同組合,豊間根支店,岩手営業所,0003,岩手県,,
319,10305105-1,103051,新岩手農業協同組合,船越支店,岩手営業所,0003,岩手県,,
320,10305106-1,103051,新岩手農業協同組合,新里支店,岩手営業所,0003,岩手県,,
321,10305107-1,103051,新岩手農業協同組合,茂市支店,岩手営業所,0003,岩手県,,
322,10305108-1,103051,新岩手農業協同組合,蟇目支店,岩手営業所,0003,岩手県,,
323,10305109-1,103051,新岩手農業協同組合,腹帯出張所,岩手営業所,0003,岩手県,,
324,10305110-1,103051,新岩手農業協同組合,川井支所,岩手営業所,0003,岩手県,,
325,10305111-1,103051,新岩手農業協同組合,小国支店,岩手営業所,0003,岩手県,,
326,10305112-1,103051,新岩手農業協同組合,門馬支店,岩手営業所,0003,岩手県,,
327,10305113-1,103051,新岩手農業協同組合,宮古営農経済センター,岩手営業所,0003,岩手県,,
328,10305114-1,103051,新岩手農業協同組合,宮古支店,岩手営業所,0003,岩手県,,
329,10305115-1,103051,新岩手農業協同組合,津軽石支店,岩手営業所,0003,岩手県,,
330,10305116-1,103051,新岩手農業協同組合,織笠支店,岩手営業所,0003,岩手県,,
331,10305117-1,103051,新岩手農業協同組合,田老支店,岩手営業所,0003,岩手県,,
332,10305118-1,103051,新岩手農業協同組合,山田支所,岩手営業所,0003,岩手県,,
333,10305119-1,103051,新岩手農業協同組合,大沢支店,岩手営業所,0003,岩手県,,
334,10305120-1,103051,新岩手農業協同組合,重茂支店,岩手営業所,0003,岩手県,,
335,10305121-1,103051,新岩手農業協同組合,生産資材課,岩手営業所,0003,岩手県,,
336,10305122-1,103051,新岩手農業協同組合,宮古営農経済岩泉地区,岩手営業所,0003,岩手県,,
337,10305123-1,103051,新岩手農業協同組合,小川支店,岩手営業所,0003,岩手県,,
338,10305124-1,103051,新岩手農業協同組合,大川支店,岩手営業所,0003,岩手県,,
339,10305125-1,103051,新岩手農業協同組合,小本支店,岩手営業所,0003,岩手県,,
340,10305126-1,103051,新岩手農業協同組合,安家支店,岩手営業所,0003,岩手県,,
341,10305128-1,103051,新岩手農業協同組合,田野畑支店,岩手営業所,0003,岩手県,,
342,10305500-1,103055,新岩手農業協同組合,本所生活購買課,岩手営業所,0003,岩手県,,
343,10305501-1,103055,新岩手農業協同組合,仁左平支所,岩手営業所,0003,岩手県,,
344,10305502-1,103055,新岩手農業協同組合,金田一支所,岩手営業所,0003,岩手県,,
345,10305504-1,103055,新岩手農業協同組合,川又支所,岩手営業所,0003,岩手県,,
346,10305505-1,103055,新岩手農業協同組合,北部営農経済軽米地区,岩手営業所,0003,岩手県,,
347,10305507-1,103055,新岩手農業協同組合,御返地支所,岩手営業所,0003,岩手県,,
348,10305509-1,103055,新岩手農業協同組合,二戸営農経済センター軽米地区担当課,岩手営業所,0003,岩手県,,
349,10305510-1,103055,新岩手農業協同組合,二戸営農経済センター舌崎資材センター,岩手営業所,0003,岩手県,,
350,10305511-1,103055,新岩手農業協同組合,二戸営農センター,岩手営業所,0003,岩手県,,
351,10305601-1,103056,新岩手農業協同組合,中央支所,岩手営業所,0003,岩手県,,
352,10305602-1,103056,新岩手農業協同組合,滝沢地区担当課,岩手営業所,0003,岩手県,,
353,10305603-1,103056,新岩手農業協同組合,滝沢山麓店,岩手営業所,0003,岩手県,,
354,10305604-1,103056,新岩手農業協同組合,滝沢北部支所,岩手営業所,0003,岩手県,,
355,10305605-1,103056,新岩手農業協同組合,牧野林支所,岩手営業所,0003,岩手県,,
356,10305606-1,103056,新岩手農業協同組合,大更支所,岩手営業所,0003,岩手県,,
357,10305607-1,103056,新岩手農業協同組合,田頭支所,岩手営業所,0003,岩手県,,
358,10305608-1,103056,新岩手農業協同組合,南部営農経済センター雫石店,岩手営業所,0003,岩手県,,
359,10305609-1,103056,新岩手農業協同組合,南部営農御所資材店,岩手営業所,0003,岩手県,,
360,10305610-1,103056,新岩手農業協同組合,南部営農経済西山店,岩手営業所,0003,岩手県,,
361,10305612-1,103056,新岩手農業協同組合,葛巻地区担当課,岩手営業所,0003,岩手県,,
362,10305613-1,103056,新岩手農業協同組合,葛巻楽農センター,岩手営業所,0003,岩手県,,
363,10305614-1,103056,新岩手農業協同組合,小屋瀬支所,岩手営業所,0003,岩手県,,
364,10305615-1,103056,新岩手農業協同組合,東部営農経済川口店,岩手営業所,0003,岩手県,,
365,10305616-1,103056,新岩手農業協同組合,,岩手営業所,0003,岩手県,,
366,10305617-1,103056,新岩手農業協同組合,東部営農経済センター,岩手営業所,0003,岩手県,,
367,10305618-1,103056,新岩手農業協同組合,八幡平営農経済センター購買課,岩手営業所,0003,岩手県,,
368,10305619-1,103056,新岩手農業協同組合,八幡平営農経済寺田,岩手営業所,0003,岩手県,,
369,10305620-1,103056,新岩手農業協同組合,八幡平営農経済松尾,岩手営業所,0003,岩手県,,
370,10305621-1,103056,新岩手農業協同組合,東部営農玉山店,岩手営業所,0003,岩手県,,
371,10305622-1,103056,新岩手農業協同組合,南部営農御明神店,岩手営業所,0003,岩手県,,
372,10305625-1,103056,新岩手農業協同組合,南部営農経済Ｃ購買課,岩手営業所,0003,岩手県,,
373,10305629-1,103056,新岩手農業協同組合,二戸営農経済センター　二戸グリーンセンター,岩手営業所,0003,岩手県,,
374,10305631-1,103056,新岩手農業協同組合,八幡平営農安代地区,岩手営業所,0003,岩手県,,
375,10305900-1,103059,岩手中央農業協同組合,生産資材課,岩手営業所,0003,岩手県,,
376,10305901-1,103059,岩手中央農業協同組合,サン・フレッシュ都南,岩手営業所,0003,岩手県,,
377,10305902-1,103059,岩手中央農業協同組合,飯岡支所,岩手営業所,0003,岩手県,,
378,10305904-1,103059,岩手中央農業協同組合,グリーン盛岡東部,岩手営業所,0003,岩手県,,
379,10305905-1,103059,岩手中央農業協同組合,見前支所,岩手営業所,0003,岩手県,,
380,10305908-1,103059,岩手中央農業協同組合,グリーン東部,岩手営業所,0003,岩手県,,
381,10305909-1,103059,岩手中央農業協同組合,都南乙部支所,岩手営業所,0003,岩手県,,
382,10305912-1,103059,岩手中央農業協同組合,グリーンＣ都南,岩手営業所,0003,岩手県,,
383,10305913-1,103059,岩手中央農業協同組合,グリーンＣ紫波,岩手営業所,0003,岩手県,,
384,10305914-1,103059,岩手中央農業協同組合,水分支所,岩手営業所,0003,岩手県,,
385,10305915-1,103059,岩手中央農業協同組合,志和支所,岩手営業所,0003,岩手県,,
386,10305916-1,103059,岩手中央農業協同組合,グリーン東部,岩手営業所,0003,岩手県,,
387,10305917-1,103059,岩手中央農業協同組合,長岡支所,岩手営業所,0003,岩手県,,
388,10305918-1,103059,岩手中央農業協同組合,徳田支所,岩手営業所,0003,岩手県,,
389,10305919-1,103059,岩手中央農業協同組合,煙山支所,岩手営業所,0003,岩手県,,
390,10305920-1,103059,岩手中央農業協同組合,不動支所,岩手営業所,0003,岩手県,,
391,10305922-1,103059,岩手中央農業協同組合,赤沢支所,岩手営業所,0003,岩手県,,
392,10305923-1,103059,岩手中央農業協同組合,佐比内支所,岩手営業所,0003,岩手県,,
393,10305924-1,103059,岩手中央農業協同組合,日詰支所,岩手営業所,0003,岩手県,,
394,10305925-1,103059,岩手中央農業協同組合,赤石支所,岩手営業所,0003,岩手県,,
395,10305926-1,103059,岩手中央農業協同組合,グリーンＣ紫波,岩手営業所,0003,岩手県,,
396,10305928-1,103059,岩手中央農業協同組合,西徳田出張所,岩手営業所,0003,岩手県,,
397,10305929-1,103059,岩手中央農業協同組合,彦部支所,岩手営業所,0003,岩手県,,
398,10305930-1,103059,岩手中央農業協同組合,古館支所,岩手営業所,0003,岩手県,,
399,10305931-1,103059,岩手中央農業協同組合,古館産直グリ－ンハウ,岩手営業所,0003,岩手県,,
400,10305932-1,103059,岩手中央農業協同組合,グリーンＣ盛岡,岩手営業所,0003,岩手県,,
401,10305933-1,103059,岩手中央農業協同組合,グリーンセンター矢巾,岩手営業所,0003,岩手県,,
402,10305934-1,103059,岩手中央農業協同組合,グリーン盛岡東,岩手営業所,0003,岩手県,,
403,10305935-1,103059,岩手中央農業協同組合,グリーンＣ矢巾,岩手営業所,0003,岩手県,,
404,10306300-1,103063,新岩手農業協同組合,（支所名なし）配置用,岩手営業所,0003,岩手県,,
405,10306301-1,103063,新岩手農業協同組合,二戸営農経済センター一戸地区担当課購買,岩手営業所,0003,岩手県,,
406,10306302-1,103063,新岩手農業協同組合,小鳥谷支所,岩手営業所,0003,岩手県,,
407,10306303-1,103063,新岩手農業協同組合,一戸地区担当課,岩手営業所,0003,岩手県,,
408,10306304-1,103063,新岩手農業協同組合,二戸営農経済センター購買課浄法寺店,岩手営業所,0003,岩手県,,
409,10306419-1,103064,(株)Ａコープ東北,Ａコープごしょ,岩手営業所,0003,岩手県,,
410,10340035-1,103400,花巻農業協同組合,グリーンセンター北上,岩手営業所,0003,岩手県,,
411,10400001-1,104000,ＪＡ全農あきた,園芸部,岩手営業所,0004,秋田県,,
412,10400010-1,104000,ＪＡ全農あきた,園芸部,岩手営業所,0004,秋田県,,
413,10400011-1,104000,ＪＡ全農あきた,生活部生活推進課,岩手営業所,0004,秋田県,,
414,10400100-1,104001,かづの　農業協同組合,生産資材課,岩手営業所,0004,秋田県,,
415,10400101-1,104001,かづの　農業協同組合,ＡコープＧ．Ｃ本店,岩手営業所,0004,秋田県,,
416,10400102-1,104001,かづの　農業協同組合,八幡平支所,岩手営業所,0004,秋田県,,
417,10400104-1,104001,かづの　農業協同組合,花輪支所,岩手営業所,0004,秋田県,,
418,10400105-1,104001,かづの　農業協同組合,十和田支所,岩手営業所,0004,秋田県,,
419,10400106-1,104001,かづの　農業協同組合,かづの産直センター,岩手営業所,0004,秋田県,,
420,10400108-1,104001,かづの　農業協同組合,小坂グリーンセンター,岩手営業所,0004,秋田県,,
421,10400109-1,104001,かづの　農業協同組合,Ａコープ柴平,岩手営業所,0004,秋田県,,
422,10400111-1,104001,かづの　農業協同組合,女性部あんとらあ直売,岩手営業所,0004,秋田県,,
423,10400200-1,104002,あきた北　農業協同組合,経済課,岩手営業所,0004,秋田県,,
424,10400201-1,104002,あきた北　農業協同組合,西館支所,岩手営業所,0004,秋田県,,
